COUNTRY,LOCATION,SITE_NAME,LATITUDE,LONGITUDE,MONTH,YEAR,DEPTH,SEVERITY_CODE,PERCENT_BLEACHED,MORTALITY_CODE,PERCENT_MORTALITY,SURVEY_TYPE,SOURCE,NAME,CITATION,COMMENTS,ENTRY_CODE,DATABASE_CODE
Bahamas,Long Rock (D13),,24.6260,-77.6910,8,1998,8.5,1,11.11111111,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 126,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,Mahore (S5),,25.0637,-77.9378,8,1998,1,1,15.05376344,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 93,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,Mangrove Central (S21),,24.2917,-77.6462,8,1998,1.7,1,13.70967742,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 124,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,Mangrove South (S22),,24.2532,-77.6292,8,1998,1,1,3.846153846,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 130,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,Middle Bight (D22),,24.3011,-77.6530,8,1998,9.1,1,6.535947712,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 153,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,Middle Bight (S20),,24.3069,-77.6564,8,1998,1.2,1,4.854368932,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 103,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,North Bight (D20),,24.4393,-77.6962,8,1998,9.7,1,5.555555556,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 144,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,North Bight (S17),,24.4395,-77.6981,8,1998,1.9,1,1.01010101,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 99,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,North Love Hill (S8),,24.7744,-77.8077,8,1998,1.4,1,3.529411765,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 85,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,North Mangrove (D23),,24.3011,-77.6478,8,1998,9.4,1,8.791208791,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 91,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,Oasis (D26),,23.9476,-77.3867,8,1998,5.8,1,9.316770186,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 161,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,Red Rock (S11),,24.7292,-77.7702,8,1998,1.3,1,7.692307692,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 104,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,South Staniard 2 (D7),,24.8438,-77.8573,8,1998,8.9,1,10.52631579,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 133,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,South Staniard 2 (S7),,24.8449,-77.8610,8,1998,0.6,1,12.5,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 64,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,Sugar Rock (D16),,24.5402,-77.6821,8,1998,11,1,10,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 140,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,Sugar Rock (S15),,24.5448,-77.6837,8,1998,1.9,1,1.754385965,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 57,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Bahamas,West Klein (D10),,24.7450,-77.7847,8,1998,10.8,1,4.310344828,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 116,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998B,,,,,1
Palau,Palau ( Belau ),,7.4417,134.3000,9,1998,15 m,3,75,NA,,,ReefBase,,,Water temperature ranged from 30¡C to 32¡C. ,,1
Federated States of Micronesia,Yap,,9.5167,138.1667,9,1998,20,1,20,NA,,,ReefBase,,,Minimal bleaching,,1
Torres Strait & Great Barrier Reef,Great Barrier Reef,,-17.5000,147.0000,NA,1998,,3,88,NA,,,ReefBase,,,"By this time, average daily sea temperatures had climbed to 31¡C (6 m depth) and in the following week rose to slightly over 32¡C. While seawater salinity ranged between 31-34 ppt. Extensive mortality (80% of living coral cover) was reported as worst affe",,1
Torres Strait & Great Barrier Reef,Pandora Reef                   ,,-11.4250,144.0083,NA,1998,6,3,100,NA,,,ReefBase,,,Bleaching followed both  a temperature rise and extensive fresh water flows over the reef. ,,1
Mozambique,Mafamede Island,,-16.3333,40.0000,NA,1998,03-Jul,1,20,NA,,,ReefBase,,, Minimal bleaching,,1
Mauritius,Balaclava ( Arsenal Bay / Baie de L'Arsenal ),,-20.1000,57.5000,NA,1998,,1,39,NA,,,ReefBase,,, Minor bleaching; Total bleaching being 12%.,,1
India,Gulf of Kutch ( Katchchh ),,22.5333,69.7500,NA,1998,,1,<30,NA,,,ReefBase,,,"The corals of the Gulf of Kutch were less affected which could be due to a graeter tolerance of higher sea temperatures resulting from their occurrence in the extreme arid conditions in the north-west of India (Wafar,1999). ",,1
India,Lakshadweep ( Laccadives ),,10.9833,73.0000,NA,1998,,3,74,NA,,,ReefBase,,, A survey showed that 74% of live corals were wholly or partially bleached.,,1
Cayman Islands,Cayman Islands,,19.5333,-80.6667,NA,1998,,-1,80,NA,,,ReefBase,,,"The reefs differ between Little and Grand Cayman. Overall, coral diversity and cover was high at the intermediate depths surveyed, but low at shallow depths. On Little Cayman average coral cover was higher and colonies were bigger, but there was also high",,1
Papua New Guinea,Kimbe Bay,,-5.2350,151.0230,5,1999,,2,34,1,"Acropora robusta colonies, most of which bleached at depths of 20-25m in April 1999. These colonies, or parts of them, were dead in September
1999",50m transects,"Srinivasan, M. 2000. Coral Bleaching And Climate Change.  In Munday P.L. (Ed.) The Status Of Coral Reefs In Papua New Guinea. Global Coral Reef Monitoring Network (GCRMN).",,,"Roughly 34% of corals bleached during the May-June surveys, but most colonies were in the lowest
bleaching category",,1
Belize,Bread & Butter,,16.7700,-88.1600,5,1999,6.6,1,17.8030303,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 264,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,Curlew,,16.7800,-88.0800,5,1999,3.7,1,7.438016529,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 242,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,Eagle Ray Canyon,,17.9200,-87.9500,5,1999,13.4,1,22.27979275,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 193,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,HOL Chan Marine Reserve,,17.8900,-87.9600,5,1999,5.1,1,8.467741935,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 248,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,Mexico Rocks,,17.9400,-87.9400,5,1999,8.9,1,2.097902098,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 143,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,Norval,,16.7100,-88.1700,5,1999,6.5,2,38.88888889,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 198,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,Peter Douglas,,16.7100,-88.1700,5,1999,8.3,1,5.288461538,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 208,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,San Pedro Canyon,,17.9200,-87.9400,5,1999,13.2,1,6.951871658,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 187,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,South Water Caye,,16.8100,-88.0600,5,1999,5.7,1,14.33691756,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 279,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,Tobacco,,17.9200,-87.9400,5,1999,5.7,1,12.5,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 232,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,Tunicate Cove,,16.6600,-88.1900,5,1999,6.9,1,4.278074866,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 187,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,Wee Wee Caye Patch,,16.7600,-88.1400,5,1999,4.5,1,23.48484848,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 264,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Belize,Wee Wee Caye Ridge,,16.7600,-88.1400,5,1999,2.8,1,5.921052632,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 152,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-1999A,,,,,1
Cayman Islands,Grand Cayman: Babylon (GC23),,19.3533,-81.1640,6,1999,9.3,1,0.666666667,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 150,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Grand Cayman: Bear's Paw (GC27),,19.3976,-81.3603,6,1999,10.5,1,3.007518797,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 133,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Grand Cayman: Casey's Reef (GC26),,19.3534,-81.1958,6,1999,14,1,3.333333333,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 120,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Grand Cayman: Deila's Delight (GC24),,19.3586,-81.2467,6,1999,7.2,1,2.836879433,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 141,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Grand Cayman: Hepp's Mini Wall (GC28),,19.3854,-81.4165,6,1999,11.4,1,1.212121212,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 165,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Grand Cayman: Isabel's Reef (GC22),,19.3577,-81.1358,6,1999,11,1,3.03030303,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 132,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Grand Cayman: Kaho's Reef (GC20),,19.3334,-81.0766,6,1999,8.9,1,1.57480315,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 127,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Grand Cayman: Kelly's Caverns (GC29),,19.2913,-81.1462,6,1999,8.8,1,1.840490798,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 163,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Grand Cayman: Snapper Hole (GC21),,19.3439,-81.0779,6,1999,10,1,0.662251656,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 151,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Grand Cayman: Sunset House (GC33),,19.2862,-81.3911,6,1999,9.1,1,3.546099291,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 141,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Black Tip Tunnels (LC6),,19.7141,-79.9578,6,1999,12.6,1,1.886792453,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 159,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Charles Bay (LC4),,19.6938,-79.9743,6,1999,10.8,1,2.054794521,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 146,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Grundy's Gardens (LC1),,19.6570,-80.0887,6,1999,9.3,1,1.111111111,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 90,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Joy's Joy (LC10),,19.6782,-80.0929,6,1999,12.4,1,1.986754967,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 151,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Lighthouse (LC16),,19.6617,-80.1121,6,1999,14.3,1,1.904761905,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 105,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Meadows (LC8),,19.6918,-80.0688,6,1999,5.8,1,2.262443439,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 221,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Mixing Bowl-Three Fathom Wall (LC5),,19.6849,-80.0783,6,1999,12.4,1,1.025641026,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 195,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Nancy's Cup of Tea (LC9),,19.6940,-80.0690,6,1999,12.4,1,2.23880597,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 134,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: No Name (LC15),,19.6771,-80.0260,6,1999,10.9,1,1.538461538,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 130,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Paul's Anchor (LC12),,19.6944,-80.0697,6,1999,13.1,1,0.735294118,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 136,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Penguin's Leap (LC7),,19.7092,-80.0081,6,1999,16,1,2.958579882,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 169,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Rock Bottom Wall (LC13),,19.7010,-80.0570,6,1999,12.6,1,5.673758865,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 141,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Cayman Islands,Little Cayman: Wreck Anchor (CL18),,19.7166,-79.9820,6,1999,10.8,1,1.01010101,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 99,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,,,,1
Turks and Caicos Islands,Caicos Bank: TC19-French Cay,,21.4893,-72.2243,8,1999,14.4,1,1.57480315,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 127,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,,,,,1
Turks and Caicos Islands,Caicos Bank: TC21-Spanish Anchor (W. Caicos Wall),,21.6457,-72.4746,8,1999,15.4,1,2.247191011,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 89,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,,,,,1
Turks and Caicos Islands,Caicos Bank: TC23-The Pinnacles (Grace Bay),,21.8140,-72.1870,8,1999,10.1,1,0.8,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 125,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,,,,,1
Turks and Caicos Islands,Caicos Bank: TC24-Coral Gables (N. side of Provo),,21.8180,-72.1835,8,1999,11.1,1,0.99009901,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 101,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,,,,,1
Turks and Caicos Islands,Caicos Bank: TC25-Grace Bay,,21.8302,-72.1733,8,1999,10.1,1,1.960784314,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 102,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,,,,,1
Turks and Caicos Islands,Caicos Bank: TC28-Aquarium West,,21.8086,-72.2257,8,1999,17.3,1,0.917431193,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 109,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,,,,,1
Turks and Caicos Islands,Turks Bank: TC06-Casey's Wall (anchor. W. of Salt Cay),,21.3034,-71.2231,8,1999,11.9,1,0.769230769,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 130,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999,,,,,1
Bahamas,"Elbow Cay, Middle",,26.5403,-76.9462,8,1999,5.7,1,7.777777778,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 90,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Elbow Cay, North",,26.0598,-76.9495,8,1999,8.4,1,10.30927835,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 97,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Elbow Cay, South (Inner)",,26.5268,-76.9570,8,1999,3.9,1,13.55932203,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 118,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Elbow Cay, South (Outer)",,26.5323,-76.9504,8,1999,5,1,13.40206186,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 97,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Fowl Cay, Fore Reef",,26.6372,-77.0385,8,1999,4.4,1,11.57024793,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 121,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Fowl Cay, Pinnacles",,26.6400,-77.0393,8,1999,12.1,1,19.48051948,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Lynyard Cay, North",,26.3575,-76.9768,8,1999,8,1,12.35955056,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 89,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Lynyard Cay, South",,26.3535,-76.9780,8,1999,8.7,1,9.090909091,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 88,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Man O' War Cay, N. of S. Channel",,26.6033,-76.9832,8,1999,5.4,1,11.26760563,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 71,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Man O' War Cay, S. of S. Channel",,26.5973,-76.9764,8,1999,3.1,1,8.256880734,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 109,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Sandy Cay, Back Reef",,26.3978,-76.9885,8,1999,3.5,1,9.677419355,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 124,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,"Sandy Cay, Seaward",,26.3978,-76.9885,8,1999,3.5,1,1.941747573,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 103,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Bahamas,Storr's Reef,,26.5775,-76.9590,8,1999,4.2,1,4.132231405,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 121,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1999,,,,,1
Papua New Guinea,Kimbe Bay,,-5.2350,151.0230,9,1999,,1,28,NA,,50m transects,"Srinivasan, M. 2000. Coral Bleaching And Climate Change.  In Munday P.L. (Ed.) The Status Of Coral Reefs In Papua New Guinea. Global Coral Reef Monitoring Network (GCRMN).",,,"Roughly 28% of corals bleached during the Sept-Nov surveys, but most colonies were in the lowest
bleaching category",,1
Venezuela,Boca de Cote Profundo (BCP),,11.7664,-66.7058,10,1999,11.3,1,4.081632653,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 98,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Venezuela,Boca de Cote Somero (BCS),,11.7664,-66.7058,10,1999,2.2,1,3.947368421,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 76,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Venezuela,Boca del Medio (BM),,11.9106,-66.5925,10,1999,7.2,1,6.349206349,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 63,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Venezuela,Cayo Sal Sur (CSS),,11.7356,-66.8476,10,1999,9.4,1,1.020408163,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 98,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Venezuela,Crasqui-La Venada (CRV),,11.8811,-66.7230,10,1999,5.7,1,3.418803419,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 117,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Venezuela,Dos Mosquises Herradura (DMH),,11.8002,-66.8842,10,1999,1.8,1,8.791208791,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 91,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Venezuela,Dos Mosquises Sur (DMS),,11.7929,-66.8945,10,1999,11.2,1,6.024096386,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 83,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Venezuela,Noronqui de Abajo (NOR),,11.9301,-66.7438,10,1999,1.6,1,3.703703704,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 54,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Venezuela,Pelona de Rabusqui (PR),,11.8822,-66.6890,10,1999,6.4,1,3,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 100,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Venezuela,Punta Cayo Sal (PCS),,11.7422,-66.8577,10,1999,13.7,1,3.333333333,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 60,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999,,,,,1
Netherlands Antilles,SXM01: Mike's Maze,,17.9957,-63.0600,11,1999,9.1,2,44.76190476,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 105,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,BNK01: Saba Bank 1,,17.4630,-63.2227,12,1999,20.1,1,6.666666667,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 105,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,BNK02: Saba Bank 2,,17.4868,-63.2317,12,1999,15,1,15.78947368,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 114,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
